case_id,case_title,case_citation,parallel_cite,filed_date,not_rule36,number_of_patents,note,patent1,patent1_cpc,patent1_find_error,patent1_reverse,patent2,patent2_cpc,patent2_find_error,patent2_reverse,patent3,patent3_cpc,patent3_find_error,patent3_reverse,patent4,patent4_cpc,patent4_find_error,patent4_reverse,patent5,patent5_cpc,patent5_find_error,patent5_reverse,patent6,patent6_cpc,patent6_find_error,patent6_reverse,patent7,patent7_cpc,patent7_find_error,patent7_reverse
865,"Heuft Systemtechnik GMBH v. Industrial Dynamics Co., Ltd.",282 Fed.Appx. 836,2008 WL 2518562,25/6/2008,1,1,,6298974,B65G47/244,1,1,,,,,,,,,,,,,,,,,,,,,,,,
877,"Pickholtz v. Rainbow Technologies, Inc.",284 F.3d 1365,52 Fed.R.Serv.3d 210,3/4/2002,1,1,,4593353,G06F21/123,1,1,,,,,,,,,,,,,,,,,,,,,,,,
884,"Leggett & Platt, Inc. v. Hickory Springs Mfg. Co.",285 F.3d 1353,62 U.S.P.Q.2d 1266,2/4/2002,1,1,,5052064,A47C23/005,0,0,,,,,,,,,,,,,,,,,,,,,,,,
885,"Ecolab, Inc. v. Paraclipse, Inc.",285 F.3d 1362,62 U.S.P.Q.2d 1349,3/4/2002,1,1,,5365690,A01M1/145,1,1,,,,,,,,,,,,,,,,,,,,,,,,
886,"TechSearch, L.L.C. v. Intel Corp.",286 F.3d 1360,62 U.S.P.Q.2d 1449,11/4/2002,1,1,,5574927,G06F9/3836,0,0,,,,,,,,,,,,,,,,,,,,,,,,
888,"NeoMagic Corp. v. Trident Microsystems, Inc.",287 F.3d 1062,62 U.S.P.Q.2d 1482,17/4/2002,1,3,,5650955,G06F3/153,0,0,5703806,G06F3/153,1,1,,,,,,,,,,,,,,,,,,,,
890,"Fantasy Sports Properties, Inc. v. Sportsline.com, Inc.",287 F.3d 1108,62 U.S.P.Q.2d 1564,24/4/2002,1,1,,4918603,G09B19/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
900,"Fargo Electronics, Inc. v. Iris, Ltd., Inc.",287 Fed.Appx. 96,2008 WL 2570822,27/6/2008,1,2,,5755519,B41J17/36,1,0,,,,,,,,,,,,,,,,,,,,,,,,
901,"CCS Fitness, Inc. v. Brunswick Corp.",288 F.3d 1359,62 U.S.P.Q.2d 1658,3/5/2002,1,3,,5924962,B62M1/26,1,1,5938567,B62M1/26,1,1,5683333,B62M1/26,1,1,,,,,,,,,,,,,,,,
902,"Aspex Eyewear, Inc. v. Altair Eyewear, Inc.",288 Fed.Appx. 697,2008 WL 2950997,1/8/2008,1,3,,5737054,G02C9/00,1,1,6012811,G02C9/00,0,0,6092896,G02C9/00,0,0,,,,,,,,,,,,,,,,
904,"Genentech, Inc. v. Amgen, Inc.",289 F.3d 761,62 U.S.P.Q.2d 1640,29/4/2002,1,3,,4704362,C12N15/00,1,1,5221619,C12N15/00,1,1,5583013,C12N15/00,1,1,,,,,,,,,,,,,,,,
906,"Catalina Marketing International, Inc. v. Coolsavings.com, Inc.",289 F.3d 801,62 U.S.P.Q.2d 1781,8/5/2002,1,1,,4674041,G06Q30/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
908,"Transclean Corp. v. Bridgewood Services, Inc.",290 F.3d 1364,62 U.S.P.Q.2d 1865,21/5/2002,1,1,Judge Clevenger held a dissenting opinion with respect to claim construction.,5318080,F01M11/04,1,1,,,,,,,,,,,,,,,,,,,,,,,,
910,"Uniloc USA, Inc. v. Microsoft Corp.",290 Fed.Appx. 337,2008 WL 3539749,7/8/2008,1,1,Judge Michel dissents regarding claim construction,5490216,G06F21/10,0,0,,,,,,,,,,,,,,,,,,,,,,,,
912,"Brady Const. Innovations, Inc. v. Perfect Wall, Inc.",290 Fed.Appx. 358,2008 WL 3822559,15/8/2008,1,1,,RE39462,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
918,"Beckson Marine, Inc. v. NFM, Inc.",292 F.3d 718,63 U.S.P.Q.2d 1031,30/5/2002,1,1,,4363350,E06B1/26,1,1,,,,,,,,,,,,,,,,,,,,,,,,
919,"Lexion Medical, LLC v. Northgate Technologies, Inc.",292 Fed.Appx. 42,2008 WL 4097481,28/8/2008,1,1,,5411474,A61M13/003,1,1,,,,,,,,,,,,,,,,,,,,,,,,
923,"Duratech Industries Intern., Inc. v. Bridgeview Mfg., Inc.",292 Fed.Appx. 931,2008 WL 4221637,12/9/2008,1,1,,6375104,B02C13/04,1,1,,,,,,,,,,,,,,,,,,,,,,,,
931,"Trintec Industries, Inc. v. Top-U.S.A. Corp.",295 F.3d 1292,63 U.S.P.Q.2d 1597,2/7/2002,1,1,,5818717,G04B19/10,1,1,,,,,,,,,,,,,,,,,,,,,,,,
935,"Cardiac Pacemakers, Inc. v. St. Jude Medical, Inc.",296 F.3d 1106,63 U.S.P.Q.2d 1725,11/7/2002,1,1,,4572191,A61N1/3925,0,0,,,,,,,,,,,,,,,,,,,,,,,,
956,"Honeywell Inc. v. Victor Co. of Japan, Ltd.",298 F.3d 1317,63 U.S.P.Q.2d 1904,1/8/2002,1,1,,4425501,G02B5/005,1,1,,,,,,,,,,,,,,,,,,,,,,,,
965,"Trovan, Ltd. v. Sokymat SA, Irori",299 F.3d 1292,63 U.S.P.Q.2d 1865,1/8/2002,1,1,Judge Michel dissents over claim construction,5281855,H01L24/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
966,"Teleflex, Inc. v. Ficosa North America Corp.",299 F.3d 1313,63 U.S.P.Q.2d 1374,21/6/2002,1,1,,5632182,F16C1/262,1,0,,,,,,,,,,,,,,,,,,,,,,,,
967,"Allen Engineering Corp. v. Bartell Industries, Inc.",299 F.3d 1336,63 U.S.P.Q.2d 1769,1/8/2002,1,1,,5108220,E04F21/247,1,1,,,,,,,,,,,,,,,,,,,,,,,,
968,"Bionx Implants, Inc. v. Linvatec Corp.",299 F.3d 1378,64 U.S.P.Q.2d 1145,15/8/2002,1,1,,4873976,A61B17/064,0,0,,,,,,,,,,,,,,,,,,,,,,,,
973,Okor v. Sega of America,30 Fed.Appx. 950,2002 WL 343415,5/3/2002,1,1,,4127849,G06T3/0031,0,0,,,,,,,,,,,,,,,,,,,,,,,,
974,"Abbott Laboratories v. TorPharm, Inc.",300 F.3d 1367,63 U.S.P.Q.2d 1929,13/8/2002,1,2,,4988731,C07C53/128,0,0,5212326,C07C53/128,0,0,,,,,,,,,,,,,,,,,,,,
982,In re Cruciferous Sprout Litigation,301 F.3d 1343,64 U.S.P.Q.2d 1202,21/8/2002,1,2,,5725895,A21D2/36,0,0,5968567,A21D2/36,0,0,,,,,,,,,,,,,,,,,,,,
991,"Bowers v. Baystate Technologies, Inc.",302 F.3d 1334,"2002 Copr.L.Dec. P 28,479",20/8/2002,1,1,,4933514,G06F3/046,1,1,,,,,,,,,,,,,,,,,,,,,,,,
992,"Jack Guttman, Inc. v. Kopykake Enterprises, Inc.",302 F.3d 1352,64 U.S.P.Q.2d 1302,30/8/2002,1,1,,6319530,A23G3/20,1,1,,,,,,,,,,,,,,,,,,,,,,,,
997,"Minnesota Min. & Mfg. Co. v. Chemque, Inc.",303 F.3d 1294,64 U.S.P.Q.2d 1270,30/8/2002,1,1,,5169716,H01B3/44,0,0,,,,,,,,,,,,,,,,,,,,,,,,
999,"BBA Nonwovens Simpsonville, Inc. v. Superior Nonwovens, LLC",303 F.3d 1332,64 U.S.P.Q.2d 1257,30/8/2002,1,1,,5397413,D04H3/16,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1000,"Respironics, Inc. v. Invacare Corp.",303 Fed.Appx. 865,2008 WL 5216019,16/12/2008,1,4,,5148802,A61M16/204,0,0,5433193,A61M16/204,0,0,6105575,A61M16/205,1,1,6609517,A61M16/205,0,0,,,,,,,,,,,,
1004,"PIN/NIP, Inc. v. Platte Chemical Co.",304 F.3d 1235,64 U.S.P.Q.2d 1344,4/9/2002,1,1,,5622912,A01N47/20,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1008,Schwing GmbH v. Putzmeister Aktiengesellschaft,305 F.3d 1318,64 U.S.P.Q.2d 1641,24/9/2002,1,1,,RE32657,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1009,"Creo Products, Inc. v. Presstek, Inc.",305 F.3d 1337,64 U.S.P.Q.2d 1385,17/9/2002,1,2,Circuit Judge Clevenger dissented,5163368,B41C1/04,0,0,5174205,B41C1/1033,0,0,,,,,,,,,,,,,,,,,,,,
1010,"Amazin' Raisins Intern., Inc. v. Ocean Spray Cranberries, Inc.",306 Fed.Appx. 553,2008 WL 5474244,31/10/2008,1,1,,5188861,A23B7/022,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1011,"Vehicle IP, LLC v. General Motors Corp.",306 Fed.Appx. 574,2009 WL 27510,6/1/2009,1,1,Judge Mayer dissented,6535743,G08G1/096872,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1017,"Electro Scientific Industries, Inc. v. Dynamic Details, Inc.",307 F.3d 1343,64 U.S.P.Q.2d 1781,7/10/2002,1,1,,5847960,B23K26/08,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1019,Union Carbide Chemicals & Plastics Technology Corp. v. Shell Oil Co.,308 F.3d 1167,64 U.S.P.Q.2d 1545,20/9/2002,1,3,,4916243,B01J23/66,1,1,4908343,C07D301/10,0,0,5057481,B01J23/66,0,0,,,,,,,,,,,,,,,,
1020,"Texas Digital Systems, Inc. v. Telegenix, Inc.",308 F.3d 1193,64 U.S.P.Q.2d 1812,16/10/2002,1,4,,4845481,G04G21/025,1,1,4965561,G04G21/025,1,1,4734619,G09F9/33,1,1,4804890,G09F9/33,1,1,,,,,,,,,,,,
1021,"Schumer v. Laboratory Computer Systems, Inc.",308 F.3d 1304,64 U.S.P.Q.2d 1832,22/10/2002,1,1,,5768492,G06F3/0488,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1022,Inverness Medical Switzerland GmbH v. Princeton Biomeditech Corp.,309 F.3d 1365,64 U.S.P.Q.2d 1926,31/10/2002,1,3,,5622871,G01N33/548,1,1,5602040,G01N33/54366,1,1,5656506,G01N33/54313,1,1,,,,,,,,,,,,,,,,
1023,Inverness Medical Switzerland GmbH v. Warner Lambert Co.,309 F.3d 1373,64 U.S.P.Q.2d 1933,31/10/2002,1,3,,5622871,G01N33/548,1,1,5602040,G01N33/54366,1,1,5656503,G01N33/548,1,1,,,,,,,,,,,,,,,,
1024,"All Dental Prodx, LLC v. Advantage Dental Products, Inc.",309 F.3d 774,64 U.S.P.Q.2d 1945,25/10/2002,1,1,,5213498,A61C9/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1032,"Balboa Instruments, Inc. v. Gecko Electronique, Inc.",31 Fed.Appx. 658,2002 WL 450075,22/3/2002,1,1,,5559720,A61H33/0095,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1034,Datapoint Corp. v. Standard Microsystems Corp.,31 Fed.Appx. 685,2002 WL 243431,15/2/2002,1,2,,5008879,H04L12/40032,0,0,5077732,H04L9/40,0,0,,,,,,,,,,,,,,,,,,,,
1036,"United Systems of Arkansas, Inc. v. Laser Substrates, Inc.",31 Fed.Appx. 703,2002 WL 243448,19/2/2002,1,1,,5836622,B42D15/02,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1037,"Neutrik AG v. Switchcraft, Inc.",31 Fed.Appx. 718,2002 WL 315032,27/2/2002,1,1,,5205749,H01R13/71,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1038,"Schreiber Foods, Inc. v. Beatrice Cheese, Inc.",31 Fed.Appx. 727,2002 WL 315187,27/2/2002,1,2,,5440860,B65B25/068,1,1,5701724,B65B25/068,1,1,,,,,,,,,,,,,,,,,,,,
1041,"Contech Stormwater Solutions, Inc. v. Baysaver Technologies, Inc.",310 Fed.Appx. 404,2009 WL 361376,13/2/2009,1,1,,5707527,F16K31/20,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1043,"Middleton, Inc. v. Minnesota Mining and Manufacturing Co.",311 F.3d 1384,65 U.S.P.Q.2d 1138,27/11/2002,1,1,,4944514,B29C65/48,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1044,Applied Medical Resources Corp. v. U.S. Surgical Corp.,312 Fed.Appx. 326,2009 WL 440464,24/2/2009,1,1,,5385553,A61M39/06,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1048,"Amgen Inc. v. Hoechst Marion Roussel, Inc.",314 F.3d 1313,65 U.S.P.Q.2d 1385,6/1/2003,1,5,,5547933,C07K14/505,0,0,5618698,C12N15/85,0,0,5621080,C07K14/505,0,0,5756349,C12N15/85,0,0,5955422,C07K14/505,0,0,,,,,,,,
1050,"Plant Genetic Systems, N.V. v. DeKalb Genetics Corp.",315 F.3d 1335,65 U.S.P.Q.2d 1452,13/1/2003,1,1,,5561236,A01H1/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1055,"Oakley, Inc. v. Sunglass Hut Intern.",316 F.3d 1331,65 U.S.P.Q.2d 1321,9/1/2003,1,1,,5054902,G02B5/286,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1059,"Medegen MMS, Inc. v. ICU Medical, Inc.",317 Fed.Appx. 982,90 U.S.P.Q.2d 1088,20/11/2008,1,1,Judge Walker dissented,5730418,A61M39/26,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1060,Rambus Inc. v. Infineon Technologies Ag,318 F.3d 1081,65 U.S.P.Q.2d 1705,29/1/2003,1,4,,5954804,G11C7/1066,1,1,5953263,G11C7/1066,1,1,6034918,G11C7/1066,1,1,6032214,G11C7/1066,1,1,,,,,,,,,,,,
1061,"Biogen, Inc. v. Berlex Laboratories, Inc.",318 F.3d 1132,65 U.S.P.Q.2d 1809,31/1/2003,1,2,,5376567,C07K14/565,0,0,5795779,C07K14/565,0,0,,,,,,,,,,,,,,,,,,,,
1062,"Prima Tek II, L.L.C. v. Polypap, S.A.R.L.",318 F.3d 1143,65 U.S.P.Q.2d 1818,5/2/2003,1,2,,5410856,G09F23/00,1,1,5615532,A01M1/02,1,1,,,,,,,,,,,,,,,,,,,,
1063,"Altiris, Inc. v. Symantec Corp.",318 F.3d 1363,65 U.S.P.Q.2d 1865,12/2/2003,1,1,,5764593,G06F11/2294,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1068,"Phonometrics, Inc. v. Westin Hotel Co.",319 F.3d 1328,65 U.S.P.Q.2d 1949,12/2/2003,1,1,,3769463,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1069,"Intel Corp. v. VIA Technologies, Inc.",319 F.3d 1357,65 U.S.P.Q.2d 1934,14/2/2003,1,1,,6006291,G06F3/14,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1080,"Bowers v. Baystate Technologies, Inc.",320 F.3d 1317,2003 WL 262300,29/1/2003,1,1,,4933514,G06F3/046,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1082,"Pandrol USA, LP v. Airboss Ry. Products, Inc.",320 F.3d 1354,55 Fed.R.Serv.3d 194,21/2/2003,1,1,,5110046,E01B9/68,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1083,"Lacks Industries, Inc. v. McKechnie Vehicle Components USA, Inc.",322 F.3d 1335,66 U.S.P.Q.2d 1083,13/3/2003,1,2,,5577809,B60B1/08,1,0,5636906,B60B1/08,1,0,,,,,,,,,,,,,,,,,,,,
1084,Abbott Laboratories v. Novopharm Ltd.,323 F.3d 1324,66 U.S.P.Q.2d 1200,20/3/2003,1,1,,4895726,A61K9/4866,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1085,Eaton Corp. v. Rockwell Intern. Corp.,323 F.3d 1332,66 U.S.P.Q.2d 1271,27/3/2003,1,1,,4850236,B60W10/06,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1087,"Springs Window Fashions LP v. Novo Industries, L.P.",323 F.3d 989,65 U.S.P.Q.2d 1826,13/2/2003,1,1,,6178857,B23D23/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1088,"Digene Corp. v. Third Wave Technologies, Inc.",323 Fed.Appx. 902,2009 WL 886301,1/4/2009,1,1,,5643715,C12N15/8509,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1089,"Lockheed Martin Corp. v. Space Systems/Loral, Inc.",324 F.3d 1308,66 U.S.P.Q.2d 1282,24/3/2003,1,1,,4084772,B64G1/28,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1090,"Riverwood Intern. Corp. v. R.A. Jones & Co., Inc.",324 F.3d 1346,66 U.S.P.Q.2d 1331,31/3/2003,1,2,,5666789,B65B5/106,0,0,5692361,B65B5/106,0,0,,,,,,,,,,,,,,,,,,,,
1101,"Moba, B.V. v. Diamond Automation, Inc.",325 F.3d 1306,66 U.S.P.Q.2d 1429,1/4/2003,1,2,,4519494,A01K43/00,1,0,4519505,B65B23/08,1,1,,,,,,,,,,,,,,,,,,,,
1103,Northrop Grumman Corp. v. Intel Corp.,325 F.3d 1346,66 U.S.P.Q.2d 1341,31/3/2003,1,1,,4453229,H04L12/40032,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1104,"Bio Technology General Corp. v. Duramed Pharmaceuticals, Inc.",325 F.3d 1356,66 U.S.P.Q.2d 1360,1/4/2003,1,1,,RE35724,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1105,"Apex Inc. v. Raritan Computer, Inc.",325 F.3d 1364,66 U.S.P.Q.2d 1444,2/4/2003,1,3,,5884096,H04N7/152,1,1,5937176,H04N7/152,1,1,6112264,H04N7/152,1,1,,,,,,,,,,,,,,,,
1109,"Brookhill-Wilk 1, LLC v. Intuitive Surgical, Inc.",326 F.3d 1215,66 U.S.P.Q.2d 1517,11/4/2003,1,1,,5217003,A61B1/00147,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1112,"RF Delaware, Inc. v. Pacific Keystone Technologies, Inc.",326 F.3d 1255,66 U.S.P.Q.2d 1593,21/4/2003,1,2,,5198124,B01D24/007,1,1,5314630,B01D24/007,1,1,,,,,,,,,,,,,,,,,,,,
1118,"Invitrogen Corp. v. Biocrest Mfg., L.P.",327 F.3d 1364,66 U.S.P.Q.2d 1631,7/5/2003,1,1,,4981797,C12N15/63,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1119,"Tuna Processors, Inc. v. Hawaii Intern. Seafood, Inc.",327 Fed.Appx. 204,2009 WL 1084197,23/4/2009,1,1,,5484619,A23B4/044,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1130,"Dayco Products, Inc. v. Total Containment, Inc.",329 F.3d 1358,66 U.S.P.Q.2d 1801,23/5/2003,1,4,,5199752,F16L25/0036,1,1,5297822,F16L25/0036,1,1,5380050,F16L25/0036,1,1,5486023,F16L25/0036,1,1,,,,,,,,,,,,
1131,"Storage Technology Corp. v. Cisco Systems, Inc.",329 F.3d 823,66 U.S.P.Q.2d 1545,13/5/2003,1,2,,5842040,H04Q11/0478,1,1,5566170,H04L45/7453,0,0,,,,,,,,,,,,,,,,,,,,
1139,"M-3 & Associates, Inc. v. Cargo Systems, Inc.",33 Fed.Appx. 513,2002 WL 504783,2/4/2002,1,1,,5768828,B60P1/438,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1141,"Charles E. Hill & Associates, Inc. v. CompuServe, Inc.",33 Fed.Appx. 527,2002 WL 535806,10/4/2002,1,1,,5528490,G06Q30/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1143,"Fitness Quest, Inc. v. Monti",330 Fed.Appx. 904,2009 WL 1290341,12/5/2009,1,1,,6932749,A63B21/00181,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1148,"Tehrani v. Hamilton Medical, Inc.",331 F.3d 1355,67 U.S.P.Q.2d 1015,13/6/2003,1,1,,4986268,A61M16/00,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1149,Waner v. Ford Motor Co.,331 F.3d 851,66 U.S.P.Q.2d 1943,4/6/2003,1,1,,5613710,B62D25/161,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1150,"Integra Lifesciences I, Ltd. v. Merck KGaA",331 F.3d 860,66 U.S.P.Q.2d 1865,6/6/2003,1,3,,4792525,A61K38/07,0,0,5695997,A61K38/07,0,0,4879237,C12N5/0068,0,0,,,,,,,,,,,,,,,,
1159,"Boss Industries, Inc. v. Yamaha Motor Corp. U.S.A., Inc.",333 Fed.Appx. 531,2009 WL 1475036,28/5/2009,1,3,,6086149,B62J1/12,0,0,6386630,B62J1/12,0,0,6585317,B60N2/24,0,0,,,,,,,,,,,,,,,,
1160,"PureChoice, Inc. v. Honeywell Intern., Inc.",333 Fed.Appx. 544,2009 WL 1519887,1/6/2009,1,1,,RE38985,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1161,"Amgen, Inc. v. Ariad Pharmaceuticals, Inc.",333 Fed.Appx. 549,2009 WL 1528551,1/6/2009,1,1,,6410516,C07K14/005,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1162,"Cartner v. Alamo Group, Inc.",333 Fed.Appx. 565,2009 WL 1676153,17/6/2009,1,1,,5197284,F16H61/4069,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1173,"Abbott Laboratories v. Baxter Pharmaceutical Products, Inc.",334 F.3d 1274,67 U.S.P.Q.2d 1191,3/7/2003,1,1,,5990176,A61K47/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1174,"Brookhill-Wilk 1, LLC. v. Intuitive Surgical, Inc.",334 F.3d 1294,67 U.S.P.Q.2d 1132,27/6/2003,1,1,,5217003,A61B1/00147,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1175,"Omega Engineering, Inc, v. Raytek Corp.",334 F.3d 1314,67 U.S.P.Q.2d 1321,7/7/2003,1,3,,5727880,G01J5/02,1,1,5823678,G01J5/08,1,1,5823679,G01J5/02,1,1,,,,,,,,,,,,,,,,
1176,"Abbott Laboratories v. Syntron Bioresearch, Inc.",334 F.3d 1343,67 U.S.P.Q.2d 1337,10/7/2003,1,2,,5073484,G01N33/558,1,1,5654162,G01N33/558,0,0,,,,,,,,,,,,,,,,,,,,
1191,"SunRace Roots Enterprise Co., Ltd. v. SRAM Corp.",336 F.3d 1298,67 U.S.P.Q.2d 1438,17/7/2003,1,1,,4900291,G05G7/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1192,"Intellectual Property Development, Inc. v. UA-Columbia Cablevision of Westchester, Inc.",336 F.3d 1308,67 U.S.P.Q.2d 1385,21/7/2003,1,1,,4135202,H04N7/17354,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1194,"Minton v. National Ass'n of Securities Dealers, Inc.",336 F.3d 1373,67 U.S.P.Q.2d 1614,29/7/2003,1,1,,6014643,G06Q30/04,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1198,"Resonate Inc. v. Alteon Websystems, Inc.",338 F.3d 1360,67 U.S.P.Q.2d 1771,5/8/2003,1,1,,5774660,H04L9/40,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1202,"Cordis Corp. v. Medtronic AVE, Inc.",339 F.3d 1352,67 U.S.P.Q.2d 1876,12/8/2003,1,2,,4739762,A61F2/91,1,1,5195984,A61F2/91,1,1,,,,,,,,,,,,,,,,,,,,
1204,Cordis Corp. v. Boston Scientific Corp.,99 Fed.Appx. 928,2004 WL 1194246,28/5/2004,1,1,,4739762,A61F2/91,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1205,"Banyan Licensing, L.C. v. Orthosupport Intern., Inc.",34 Fed.Appx. 696,2002 WL 441550,21/3/2002,1,1,,5216771,A47C20/021,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1206,"IGC-Medical Advances, Inc. v. USA Instruments, Inc.",34 Fed.Appx. 715,2002 WL 598339,16/4/2002,1,1,,5361765,A61B5/055,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1207,"Hill-Rom, Inc. v. Ohmeda Medical",34 Fed.Appx. 733,2002 WL 770180,29/4/2002,1,1,,5453077,A61F7/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1210,"Anchor Wall Systems, Inc. v. Rockwood Retaining Walls, Inc.",340 F.3d 1298,67 U.S.P.Q.2d 1865,13/8/2003,1,6,,5490363,B28B17/0027,1,1,5704183,B28B17/0027,1,1,5711129,E02D29/025,1,1,5827015,E04C1/395,1,1,6142713,E04C1/395,1,1,6183168,E04C1/395,1,1,,,,
1215,"Dow Chemical Co. v. Mee Industries, Inc.",341 F.3d 1370,68 U.S.P.Q.2d 1176,5/9/2003,1,2,,5867977,F02C7/1435,1,1,5930990,F02C3/305,0,0,,,,,,,,,,,,,,,,,,,,
1216,"Orenshteyn v. Citrix Systems, Inc.",341 Fed.Appx. 621,2009 WL 2195134,24/7/2009,1,2,,5889942,H04L63/10,1,1,6393569,H04L67/08,1,1,,,,,,,,,,,,,,,,,,,,
1221,"Jansen v. Rexall Sundown, Inc.",342 F.3d 1329,68 U.S.P.Q.2d 1154,8/9/2003,1,1,,4945083,A61K31/714,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1224,"RFID Tracker, Ltd. v. Wal-Mart Stores, Inc.",342 Fed.Appx. 628,2009 WL 2502792,18/8/2009,1,1,,6967563,G06K7/0008,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1225,"E-Pass Technologies, Inc. v. 3Com Corp.",343 F.3d 1364,67 U.S.P.Q.2d 1947,20/8/2003,1,1,,5276311,G07F7/1008,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1226,"Akamai Technologies, Inc. v. Cable & Wireless Internet Services, Inc.",344 F.3d 1186,68 U.S.P.Q.2d 1186,15/9/2003,1,2,,6108703,H04L61/5007,1,1,6185598,G06F9/505,1,1,,,,,,,,,,,,,,,,,,,,
1227,Medical Instrumentation and Diagnostics Corp. v. Elekta AB,344 F.3d 1205,68 U.S.P.Q.2d 1263,22/9/2003,1,2,,5099846,G06T17/00,1,1,5398684,G06T17/00,1,1,,,,,,,,,,,,,,,,,,,,
1228,"Glaxo Wellcome, Inc. v. Andrx Pharmaceuticals, Inc.",344 F.3d 1226,68 U.S.P.Q.2d 1302,22/9/2003,1,1,,5427798,A61K31/135,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1229,AK Steel Corp. v. Sollac and Ugine,344 F.3d 1234,68 U.S.P.Q.2d 1280,23/9/2003,1,2,,4800135,C23C2/12,0,0,5066549,C23C2/12,0,0,,,,,,,,,,,,,,,,,,,,
1231,"Lydall Thermal/Acoustical, Inc. v. Federal-Mogul Corp.",344 Fed.Appx. 607,2009 WL 2893190,8/9/2009,1,1,,RE39260,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1233,"Arlington Industries, Inc. v. Bridgeport Fittings, Inc.",345 F.3d 1318,68 U.S.P.Q.2d 1439,25/9/2003,1,1,Judge Dyk dissented,5736674,H02G3/121,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1235,"Sanofi-Aventis U.S. LLC v. Sandoz, Inc.",345 Fed.Appx. 594,2009 WL 2905997,10/9/2009,1,1,,5338874,C07F15/0093,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1237,"ACCO Brands, Inc. v. Micro Sec. Devices, Inc.",346 F.3d 1075,68 U.S.P.Q.2d 1526,7/10/2003,1,1,,5502989,E05B73/0005,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1238,"ACTV, Inc. v. Walt Disney Co.",346 F.3d 1082,68 U.S.P.Q.2d 1516,8/10/2003,1,3,,5774664,H04N21/8547,1,1,5778181,H04L65/611,1,1,6018768,H04L9/40,1,1,,,,,,,,,,,,,,,,
